timestamp_start,timestamp_stop,sampling_time,timestamp_root,q_1,q_2,q_3,q_w,tx,ty,tz
IMG_20240524_131224,IMG_20240524_131224,1,IMG_20240524_131221,-0.040215,-0.046629,0.216383,0.974365,16.319882,-8.649649,2.654903
IMG_20240524_131226,IMG_20240524_131226,1,IMG_20240524_131221,0.860430,-0.505978,0.058845,-0.013549,16.324646,-8.633349,2.654675
IMG_20240524_131229,IMG_20240524_131229,1,IMG_20240524_131221,0.850628,-0.522274,0.058689,-0.014721,16.355263,-8.631327,2.658150
IMG_20240524_131328,IMG_20240524_131328,1,IMG_20240524_131328,0,0,0,1,0,0,0
IMG_20240524_131330,IMG_20240524_131330,1,IMG_20240524_131328,0.836565,-0.544529,0.058156,-0.016278,16.351503,-8.605456,2.656787
IMG_20240524_131333,IMG_20240524_131333,1,IMG_20240524_131328,0.832506,-0.550731,0.057875,-0.016721,16.335622,-8.562014,2.653395
IMG_20240524_131334,IMG_20240524_131334,1,IMG_20240524_131328,-0.062793,0.031890,0.987476,-0.141176,16.317725,-8.551200,2.650735
IMG_20240524_131336,IMG_20240524_131336,1,IMG_20240524_131328,-0.061495,0.034096,0.981872,-0.176022,16.354108,-8.531265,2.654683
IMG_20240524_131412,IMG_20240524_131412,1,IMG_20240524_131412,0,0,0,1,0,0,0
IMG_20240524_131413,IMG_20240524_131413,1,IMG_20240524_131412,0.625565,0.777340,0.025354,0.061379,15.812307,-8.713378,2.590988
IMG_20240524_131415,IMG_20240524_131415,1,IMG_20240524_131412,-0.043714,-0.040691,0.493955,0.867434,15.839995,-8.721759,2.594661
IMG_20240524_131417,IMG_20240524_131417,1,IMG_20240524_131412,-0.638271,0.767468,-0.048950,0.034756,15.871041,-8.660568,2.596249
IMG_20240524_131426,IMG_20240524_131426,1,IMG_20240524_131412,-0.595875,0.800810,-0.047307,0.037398,15.879766,-8.744527,2.599848
IMG_20240524_131711,IMG_20240524_131711,1,IMG_20240524_131711,0,0,0,1,0,0,0
IMG_20240524_131712,IMG_20240524_131712,1,IMG_20240524_131711,-0.052616,-0.030444,0.663750,0.745480,15.891922,-8.689250,2.599363
IMG_20240524_131714,IMG_20240524_131714,1,IMG_20240524_131711,0.998100,-0.007333,0.058915,0.016508,16.032828,5.678233,2.081136
IMG_20240524_131715,IMG_20240524_131715,1,IMG_20240524_131711,0.997685,-0.029847,0.059195,0.015185,16.007181,5.682712,2.077965
IMG_20240524_131716,IMG_20240524_131716,1,IMG_20240524_131711,0.994302,-0.087491,0.059760,0.011721,15.940195,5.705727,2.069323
IMG_20240524_141918,IMG_20240524_141918,1,IMG_20240524_141918,0,0,0,1,0,0,0
IMG_20240524_141921,IMG_20240524_141921,1,IMG_20240524_141918,-0.048376,-0.030762,0.539501,0.840031,16.184667,5.668026,2.098804
IMG_20240524_141923,IMG_20240524_141923,1,IMG_20240524_141918,,,,,,,
IMG_20240524_141925,IMG_20240524_141925,1,IMG_20240524_141918,-0.031991,0.048765,0.833417,-0.549559,11.581896,22.627415,0.830167
IMG_20240524_141928,IMG_20240524_141928,1,IMG_20240524_141918,-0.032496,0.048150,0.841871,-0.536543,11.574863,22.641401,0.828765
IMG_20240524_141955,IMG_20240524_141955,1,IMG_20240524_141955,0,0,0,1,0,0,0
IMG_20240524_141958,IMG_20240524_141958,1,IMG_20240524_141955,0.543161,0.836767,0.014911,0.067642,11.497682,21.677516,0.866355
IMG_20240524_142001,IMG_20240524_142001,1,IMG_20240524_141955,-0.036726,-0.049242,0.276303,0.959105,11.523881,21.663657,0.870252
IMG_20240524_142005,IMG_20240524_142005,1,IMG_20240524_141955,,,,,,,
IMG_20240524_142009,IMG_20240524_142009,1,IMG_20240524_141955,-0.363913,0.929348,-0.040158,0.047612,11.585970,21.718723,0.875236
IMG_20240524_142029,IMG_20240524_142029,1,IMG_20240524_142029,0,0,0,1,0,0,0
IMG_20240524_142032,IMG_20240524_142032,1,IMG_20240524_142029,0.975972,0.208326,0.054131,0.033896,11.276200,21.667891,0.840147
IMG_20240524_142035,IMG_20240524_142035,1,IMG_20240524_142029,0.992458,0.104559,0.057562,0.027944,11.289547,21.707105,0.840002
IMG_20240524_142038,IMG_20240524_142038,1,IMG_20240524_142029,-0.057019,-0.021785,0.772429,0.632161,11.314728,21.680606,0.844026
IMG_20240524_142047,IMG_20240524_142047,1,IMG_20240524_142029,-0.033561,-0.050843,0.236339,0.969759,11.355973,21.671028,0.849110
IMG_20240524_142107,IMG_20240524_142107,1,IMG_20240524_142107,0,0,0,1,0,0,0
IMG_20240524_142111,IMG_20240524_142111,1,IMG_20240524_142107,0.910610,0.410335,0.034989,0.034499,11.562751,22.200029,0.853009
IMG_20240524_142118,IMG_20240524_142118,1,IMG_20240524_142107,0.927654,0.370199,0.036317,0.033050,11.518509,22.160909,0.850300
IMG_20240524_142125,IMG_20240524_142125,1,IMG_20240524_142107,-0.044499,0.015157,0.998890,0.003000,19.497283,24.780247,1.483193
IMG_20240524_142128,IMG_20240524_142128,1,IMG_20240524_142107,0.954053,-0.295308,0.050730,0.001383,19.551622,24.769373,1.488546
IMG_20240524_142334,IMG_20240524_142334,1,IMG_20240524_142334,0,0,0,1,0,0,0
IMG_20240524_142340,IMG_20240524_142340,1,IMG_20240524_142334,-0.048541,0.040926,0.871221,-0.486768,19.536075,24.781904,1.486422
IMG_20240524_142342,IMG_20240524_142342,1,IMG_20240524_142334,-0.048692,0.040812,0.873712,-0.482277,19.538629,24.832594,1.485476
IMG_20240524_142344,IMG_20240524_142344,1,IMG_20240524_142334,-0.049047,0.040424,0.878972,-0.472619,19.547261,24.890499,1.485094
IMG_20240524_142346,IMG_20240524_142346,1,IMG_20240524_142334,-0.050512,0.038817,0.893452,-0.444618,19.505640,24.847239,1.480964
IMG_20240525_160255,IMG_20240525_160255,1,IMG_20240525_160255,0,0,0,1,0,0,0
IMG_20240525_160257,IMG_20240525_160257,1,IMG_20240525_160255,-0.049123,0.040446,0.879259,-0.472074,19.529875,24.906344,1.482509
IMG_20240525_160303,IMG_20240525_160303,1,IMG_20240525_160255,-0.048259,0.041471,0.869182,-0.490382,19.525873,24.923914,1.481532
IMG_20240525_160306,IMG_20240525_160306,1,IMG_20240525_160255,0.886670,0.457892,0.051285,0.039000,19.584988,25.011564,1.486899
IMG_20240525_160312,IMG_20240525_160312,1,IMG_20240525_160255,-0.004690,-0.009425,0.784618,0.619891,19.588439,25.010753,1.487140
IMG_20240525_160405,IMG_20240525_160405,1,IMG_20240525_160405,0,0,0,1,0,0,0
IMG_20240525_160409,IMG_20240525_160409,1,IMG_20240525_160405,0.293557,0.955908,0.005914,0.005473,19.533028,24.996572,1.486210
IMG_20240525_160412,IMG_20240525_160412,1,IMG_20240525_160405,0.287310,0.957804,0.005697,0.005591,19.566773,24.973964,1.486535
IMG_20240525_160417,IMG_20240525_160417,1,IMG_20240525_160405,0.309168,0.950973,0.005807,0.005620,19.605347,24.940557,1.486851
IMG_20240525_160431,IMG_20240525_160431,1,IMG_20240525_160405,0.287710,0.957683,0.005545,0.005921,19.648281,24.882717,1.487077
IMG_20240525_161648,IMG_20240525_161648,1,IMG_20240525_161648,0,0,0,1,0,0,0
IMG_20240525_161652,IMG_20240525_161652,1,IMG_20240525_161648,-0.005661,-0.004752,0.930526,0.366150,19.550240,25.116712,1.486741
IMG_20240525_161655,IMG_20240525_161655,1,IMG_20240525_161648,-0.006235,-0.004075,0.952487,0.304488,19.524193,25.161262,1.486565
IMG_20240525_161659,IMG_20240525_161659,1,IMG_20240525_161648,0.037243,0.999289,-0.002292,0.005369,19.509414,25.122188,1.486409
IMG_20240525_161703,IMG_20240525_161703,1,IMG_20240525_161648,-0.033194,0.999432,-0.002797,0.005012,19.559824,25.108540,1.487059
IMG_20240525_161849,IMG_20240525_161849,1,IMG_20240525_161849,0,0,0,1,0,0,0
IMG_20240525_161853,IMG_20240525_161853,1,IMG_20240525_161849,-0.152744,0.987954,0.002891,0.024644,19.472104,25.131319,1.485959
IMG_20240525_161857,IMG_20240525_161857,1,IMG_20240525_161849,0.021451,-0.013963,-0.698421,0.715230,19.340647,25.286494,1.481030
IMG_20240525_161906,IMG_20240525_161906,1,IMG_20240525_161849,0.373806,0.926765,0.022326,0.029632,19.395643,25.144558,1.482468
IMG_20240525_161914,IMG_20240525_161914,1,IMG_20240525_161849,-0.036917,0.018608,0.791631,-0.609599,19.290383,25.378004,1.478835
IMG_20240525_162329,IMG_20240525_162329,1,IMG_20240525_162329,0,0,0,1,0,0,0
IMG_20240525_162334,IMG_20240525_162334,1,IMG_20240525_162329,-0.027708,-0.047165,0.314109,0.947810,12.935802,6.977409,0.691923
IMG_20240525_162338,IMG_20240525_162338,1,IMG_20240525_162329,-0.598038,0.799560,-0.041103,0.036951,13.060964,7.184498,0.701264
IMG_20240525_162343,IMG_20240525_162343,1,IMG_20240525_162329,-0.275655,0.959697,-0.025266,0.048558,13.075347,7.167432,0.703172
IMG_20240525_162347,IMG_20240525_162347,1,IMG_20240525_162329,-0.318925,0.946119,-0.029253,0.047852,13.059825,7.153206,0.701738
IMG_20240525_163531,IMG_20240525_163531,1,IMG_20240525_163531,0,0,0,1,0,0,0
IMG_20240525_163536,IMG_20240525_163536,1,IMG_20240525_163531,0.012858,-0.054202,-0.394207,0.917332,6.733729,5.604982,0.035143
IMG_20240525_163543,IMG_20240525_163543,1,IMG_20240525_163531,0.006293,-0.055811,-0.309585,0.949212,6.630126,5.671583,0.022399
IMG_20240525_163547,IMG_20240525_163547,1,IMG_20240525_163531,0.002144,-0.056270,-0.250348,0.966517,6.506327,5.695307,0.008081
IMG_20240525_163552,IMG_20240525_163552,1,IMG_20240525_163531,0.002340,-0.056475,-0.250379,0.966497,6.431106,5.709437,-0.000669
IMG_20240525_163559,IMG_20240525_163559,1,IMG_20240525_163559,0,0,0,1,0,0,0
IMG_20240525_163602,IMG_20240525_163602,1,IMG_20240525_163559,-0.056757,-0.015786,0.884459,0.462883,6.423200,5.740721,-0.002344
IMG_20240525_163606,IMG_20240525_163606,1,IMG_20240525_163559,-0.288255,0.955661,-0.038373,0.046352,6.421226,5.721708,-0.001910
IMG_20240525_163610,IMG_20240525_163610,1,IMG_20240525_163559,-0.063636,0.015309,0.945300,0.319567,6.422413,5.737798,-0.002723
IMG_20240525_163615,IMG_20240525_163615,1,IMG_20240525_163559,-0.063253,0.016370,0.950934,0.302416,6.445184,5.730092,0.000343
IMG_20240525_163822,IMG_20240525_163822,1,IMG_20240525_163822,0,0,0,1,0,0,0
IMG_20240525_163826,IMG_20240525_163826,1,IMG_20240525_163822,-0.121633,0.990479,-0.042642,0.048350,4.724092,5.253891,-0.153906
IMG_20240525_163830,IMG_20240525_163830,1,IMG_20240525_163822,-0.338438,0.938752,-0.052606,0.037918,4.721829,5.234002,-0.152716
IMG_20240525_163832,IMG_20240525_163832,1,IMG_20240525_163822,-0.003891,-0.070102,-0.492661,0.867384,4.690181,5.242250,-0.156944
IMG_20240525_163834,IMG_20240525_163834,1,IMG_20240525_163822,0.454402,0.887817,-0.007984,0.072354,4.725335,5.186411,-0.148268
IMG_20240525_163845,IMG_20240525_163845,1,IMG_20240525_163845,0,0,0,1,0,0,0
IMG_20240525_163847,IMG_20240525_163847,1,IMG_20240525_163845,-0.065205,-0.029185,0.567083,0.820557,4.754862,5.227010,-0.148155
IMG_20240525_163849,IMG_20240525_163849,1,IMG_20240525_163845,0.830846,-0.552656,0.063809,-0.013933,4.754705,5.240921,-0.149012
IMG_20240525_163851,IMG_20240525_163851,1,IMG_20240525_163845,0.847633,-0.526548,0.064192,-0.012065,4.759484,5.282635,-0.150388
IMG_20240525_163854,IMG_20240525_163854,1,IMG_20240525_163845,-0.068813,0.021953,0.993636,0.086436,4.740530,5.297560,-0.153592
IMG_20240525_165707,IMG_20240525_165707,1,IMG_20240525_165707,0,0,0,1,0,0,0
IMG_20240525_165709,IMG_20240525_165709,1,IMG_20240525_165707,-0.007957,-0.073096,-0.315169,0.946183,0.637930,4.781037,-0.672203
IMG_20240525_165711,IMG_20240525_165711,1,IMG_20240525_165707,-0.005801,-0.073370,-0.342311,0.936700,0.608442,4.782037,-0.676258
IMG_20240525_165715,IMG_20240525_165715,1,IMG_20240525_165707,-0.071656,0.012942,0.987650,0.138726,8.096879,3.825927,0.404718
IMG_20240525_165717,IMG_20240525_165717,1,IMG_20240525_165707,0.212064,0.974550,-0.013894,0.071334,8.087820,3.796839,0.404992
IMG_20240525_165816,IMG_20240525_165816,1,IMG_20240525_165816,0,0,0,1,0,0,0
IMG_20240525_165820,IMG_20240525_165820,1,IMG_20240525_165816,0.995934,-0.054130,0.067170,0.025970,7.807711,4.148642,0.346482
IMG_20240525_165824,IMG_20240525_165824,1,IMG_20240525_165816,0.995766,-0.056973,0.067369,0.025807,7.847195,4.145331,0.351889
IMG_20240525_165829,IMG_20240525_165829,1,IMG_20240525_165816,0.995304,-0.064574,0.067611,0.025095,7.854764,4.162141,0.351888
IMG_20240525_165833,IMG_20240525_165833,1,IMG_20240525_165816,0.993518,-0.087735,0.068382,0.023432,7.931543,4.158001,0.362300
IMG_20240525_170824,IMG_20240525_170824,1,IMG_20240525_170824,0,0,0,1,0,0,0
IMG_20240525_170829,IMG_20240525_170829,1,IMG_20240525_170824,-0.022542,0.997179,-0.029853,0.065070,8.253953,4.023603,0.412989
IMG_20240525_170833,IMG_20240525_170833,1,IMG_20240525_170824,-0.025294,0.997113,-0.029989,0.065009,8.295011,4.017259,0.418837
IMG_20240525_170835,IMG_20240525_170835,1,IMG_20240525_170824,-0.019557,0.997233,-0.029665,0.065291,8.340887,3.997592,0.426076
IMG_20240525_170837,IMG_20240525_170837,1,IMG_20240525_170824,-0.013956,0.997320,-0.029312,0.065562,8.381475,3.991127,0.431861
IMG_20240525_171742,IMG_20240525_171742,1,IMG_20240525_171742,0,0,0,1,0,0,0
IMG_20240525_171743,IMG_20240525_171743,1,IMG_20240525_171742,-0.549506,0.831956,-0.068953,0.033744,8.367397,4.009035,0.429095
IMG_20240525_171749,IMG_20240525_171749,1,IMG_20240525_171742,-0.071522,0.047254,0.996316,-0.002353,8.357471,4.027049,0.426153
IMG_20240525_171752,IMG_20240525_171752,1,IMG_20240525_171742,-0.072206,0.046014,0.996200,0.015972,8.413920,4.054360,0.431682
IMG_20240525_171754,IMG_20240525_171754,1,IMG_20240525_171742,0.995857,-0.021913,0.075491,0.045714,8.477695,4.054358,0.441059
IMG_20240601_010227,IMG_20240601_010227,1,IMG_20240601_010227,0,0,0,1,0,0,0
IMG_20240601_010231,IMG_20240601_010231,1,IMG_20240601_010227,-0.036230,-0.089848,-0.177670,0.979310,9.145601,3.609974,0.583183
IMG_20240601_010237,IMG_20240601_010237,1,IMG_20240601_010227,-0.326778,0.939819,-0.078367,0.061759,9.310584,3.661039,0.605835
IMG_20240601_010239,IMG_20240601_010239,1,IMG_20240601_010227,0.026562,-0.165067,-0.555971,0.814214,9.307897,3.661733,0.605095
IMG_20240601_010244,IMG_20240601_010244,1,IMG_20240601_010227,0.177405,0.969804,-0.034603,0.163741,9.702626,3.443721,0.763245
IMG_20240601_010321,IMG_20240601_010321,1,IMG_20240601_010321,0,0,0,1,0,0,0
IMG_20240601_010327,IMG_20240601_010327,1,IMG_20240601_010334,-0.130576,0.106934,0.947043,-0.273174,9.734463,3.528730,0.761707
IMG_20240601_010334,IMG_20240601_010334,1,IMG_20240601_010334,-0.153880,0.080747,0.981615,-0.078946,9.730806,3.532293,0.759927
IMG_20240601_010339,IMG_20240601_010339,1,IMG_20240601_010334,-0.102963,-0.151869,0.137035,0.973425,9.691635,3.514426,0.749288
IMG_20240601_010344,IMG_20240601_010344,1,IMG_20240601_010334,-0.483455,0.856211,-0.149703,0.103747,9.738934,3.564476,0.757360
IMG_20240601_010356,IMG_20240601_010356,1,IMG_20240601_010356,0,0,0,1,0,0,0
IMG_20240601_010400,IMG_20240601_010400,1,IMG_20240601_010356,-0.119581,0.135434,0.909667,-0.373983,8.879698,3.174716,0.521995
IMG_20240601_010404,IMG_20240601_010404,1,IMG_20240601_010356,-0.591849,0.782430,-0.173475,0.086166,8.891916,3.169775,0.527190
IMG_20240601_010408,IMG_20240601_010408,1,IMG_20240601_010356,-0.141847,0.149409,0.921463,-0.329335,8.881554,3.178999,0.521487
IMG_20240601_010411,IMG_20240601_010411,1,IMG_20240601_010356,0.819711,0.534791,0.098785,0.179760,8.855928,3.145669,0.518273
IMG_20240601_010424,IMG_20240601_010424,1,IMG_20240601_010424,0,0,0,1,0,0,0
IMG_20240601_010433,IMG_20240601_010433,1,IMG_20240601_010424,-0.168151,-0.115894,0.445531,0.871663,9.684885,3.956782,0.669487
IMG_20240601_010440,IMG_20240601_010440,1,IMG_20240601_010424,-0.129634,0.156304,0.910927,-0.359132,16.923781,20.501883,0.044680
IMG_20240601_010445,IMG_20240601_010445,1,IMG_20240601_010424,-0.131672,0.142312,0.931630,-0.307369,16.926694,20.505996,0.044974
IMG_20240601_010450,IMG_20240601_010450,1,IMG_20240601_010424,-0.135314,0.139075,0.938670,-0.285040,16.950545,20.534668,0.047783
IMG_20240601_010519,IMG_20240601_010519,1,IMG_20240601_010519,0,0,0,1,0,0,0
IMG_20240601_010526,IMG_20240601_010526,1,IMG_20240601_010519,-0.638201,0.747336,-0.173562,0.063759,-21.202481,-10.850852,-7.404574
IMG_20240601_010544,IMG_20240601_010544,1,IMG_20240601_010519,0.644661,0.740773,0.040804,0.184395,-22.028470,-12.810903,-7.314484
IMG_20240601_010557,IMG_20240601_010557,1,IMG_20240601_010519,0.733336,0.650908,0.065578,0.185034,-24.146560,42.238107,-18.630200
IMG_20240601_010603,IMG_20240601_010603,1,IMG_20240601_010519,0.697647,-0.693032,0.175849,-0.045528,-23.976303,42.880710,-18.699470
IMG_20240601_010636,IMG_20240601_010636,1,IMG_20240601_010636,0,0,0,1,0,0,0
IMG_20240601_010643,IMG_20240601_010643,1,IMG_20240601_010636,-0.498175,0.790597,-0.285252,0.213094,-17.633359,49.301787,-15.436623
IMG_20240601_010650,IMG_20240601_010650,1,IMG_20240601_010636,-0.436636,0.822655,-0.276774,0.236608,-17.741859,49.087188,-15.458540
IMG_20240601_010651,IMG_20240601_010651,1,IMG_20240601_010636,-0.117611,-0.411501,0.123403,0.895325,-17.742980,49.086031,-15.459383
IMG_20240601_010656,IMG_20240601_010656,1,IMG_20240601_010636,-0.424752,0.071940,0.902201,-0.021069,-16.529899,50.893076,-14.298734
IMG_20240601_010713,IMG_20240601_010713,1,IMG_20240601_010713,0,0,0,1,0,0,0
IMG_20240601_010717,IMG_20240601_010717,1,IMG_20240601_010713,-0.379750,0.203476,0.847850,-0.309093,-16.639450,50.794722,-14.414405
IMG_20240601_010720,IMG_20240601_010720,1,IMG_20240601_010713,-0.367819,0.224064,0.829682,-0.355150,-16.612373,50.845241,-14.390193
IMG_20240601_010724,IMG_20240601_010724,1,IMG_20240601_010713,-0.365780,0.227305,0.826600,-0.362313,-16.599051,50.883648,-14.380686
IMG_20240601_010727,IMG_20240601_010727,1,IMG_20240601_010713,-0.379930,0.202978,0.848512,-0.307376,-16.606474,50.910236,-14.394467
IMG_20240601_010741,IMG_20240601_010741,1,IMG_20240601_010741,0,0,0,1,0,0,0
IMG_20240601_010747,IMG_20240601_010747,1,IMG_20240601_010741,-0.254527,-0.348560,0.420419,0.798104,-17.064217,48.622522,-14.545880
IMG_20240601_010758,IMG_20240601_010758,1,IMG_20240601_010741,-0.058009,0.902697,-0.093626,0.415941,-17.078750,48.607822,-14.560794
IMG_20240601_010807,IMG_20240601_010807,1,IMG_20240601_010741,-0.081331,0.900906,-0.104259,0.413382,-17.045032,48.615922,-14.521947
IMG_20240601_010812,IMG_20240601_010812,1,IMG_20240601_010741,-0.068481,0.901942,-0.098337,0.414898,-17.028351,48.620060,-14.502740
IMG_20240601_010849,IMG_20240601_010849,1,IMG_20240601_010849,0,0,0,1,0,0,0
IMG_20240601_010855,IMG_20240601_010855,1,IMG_20240601_010849,0.104547,-0.413088,-0.360171,0.829882,-20.579933,50.031003,-19.038178
IMG_20240601_010903,IMG_20240601_010903,1,IMG_20240601_010849,-0.070588,-0.390413,0.014053,0.917822,-20.579927,50.031002,-19.038182
IMG_20240601_010915,IMG_20240601_010915,1,IMG_20240601_010849,0.719464,-0.555526,0.363539,-0.203967,25.746942,98.372094,21.416956
IMG_20240601_010925,IMG_20240601_010925,1,IMG_20240601_010849,0.835071,-0.363555,0.397431,-0.111953,25.745290,98.378885,21.414058
IMG_20240607_125115_1,IMG_20240607_125115_1,1,IMG_20240607_125115_1,0,0,0,1,0,0,0
IMG_20240607_125119,IMG_20240607_125119,1,IMG_20240607_125115_1,0.801520,-0.420730,0.396720,-0.152198,25.729651,98.197537,21.423813
IMG_20240607_125125,IMG_20240607_125125,1,IMG_20240607_125115_1,-0.582751,0.691809,-0.310614,0.292097,25.374398,94.617663,21.490218
IMG_20240607_125129,IMG_20240607_125129,1,IMG_20240607_125115_1,-0.339171,0.265598,0.761252,-0.484682,-1.326308,49.512063,-4.446749
IMG_20240607_125133,IMG_20240607_125133,1,IMG_20240607_125115_1,-0.340638,0.264054,0.763367,-0.481158,-1.353342,49.454587,-4.473065
IMG_20240612_102154,IMG_20240612_102154,1,IMG_20240612_102154,0,0,0,1,0,0,0
IMG_20240612_102156,IMG_20240612_102156,1,IMG_20240612_102154,0.339536,0.834650,0.124167,0.415521,-0.876378,41.239126,-2.879455
IMG_20240612_102157,IMG_20240612_102157,1,IMG_20240612_102154,0.312449,0.845135,0.110466,0.419428,-0.860295,41.204916,-2.855202
IMG_20240612_102159,IMG_20240612_102159,1,IMG_20240612_102154,0.897930,-0.074903,0.433641,0.008126,-2.797919,45.089666,-5.749329
IMG_20240612_102201,IMG_20240612_102201,1,IMG_20240612_102154,0.900374,-0.036390,0.432777,0.026589,-2.829369,45.118397,-5.792123
IMG_20240612_102209,IMG_20240612_102209,1,IMG_20240612_102209,0,0,0,1,0,0,0
IMG_20240612_102211,IMG_20240612_102211,1,IMG_20240612_102209,-0.425360,0.097996,0.892548,-0.113244,-2.869751,45.111880,-5.841881
IMG_20240612_102213,IMG_20240612_102213,1,IMG_20240612_102209,-0.424289,0.102127,0.891444,-0.121972,-2.846693,45.126619,-5.814684
IMG_20240612_102214,IMG_20240612_102214,1,IMG_20240612_102209,-0.425256,0.097247,0.892861,-0.111806,-2.813478,45.153183,-5.776207
IMG_20240612_102216,IMG_20240612_102216,1,IMG_20240612_102209,0.886066,0.147447,0.423964,0.115763,-2.792519,45.167459,-5.751395
IMG_20240612_102931,IMG_20240612_102931,1,IMG_20240612_102931,0,0,0,1,0,0,0
IMG_20240612_102934,IMG_20240612_102934,1,IMG_20240612_102931,-0.357891,-0.256731,0.673130,0.594053,-2.249505,45.067012,-5.044484
IMG_20240612_102936,IMG_20240612_102936,1,IMG_20240612_102931,-0.584108,0.681819,-0.322120,0.300300,-2.251552,45.027383,-5.041678
IMG_20240612_102939,IMG_20240612_102939,1,IMG_20240612_102931,-0.171574,-0.405001,0.257061,0.860497,-2.504694,44.460424,-5.286178
IMG_20240612_102942,IMG_20240612_102942,1,IMG_20240612_102931,0.682331,-0.585920,0.359760,-0.248386,-2.486632,44.504981,-5.269125
IMG_20240612_102954,IMG_20240612_102954,1,IMG_20240612_102954,0,0,0,1,0,0,0
IMG_20240612_102957,IMG_20240612_102957,1,IMG_20240612_102954,-0.581178,0.685389,-0.321511,0.298505,-2.517667,44.036387,-5.246478
IMG_20240612_103000,IMG_20240612_103000,1,IMG_20240612_102954,-0.433338,0.103382,0.890577,-0.091666,-2.539284,44.052614,-5.277054
IMG_20240612_103002,IMG_20240612_103002,1,IMG_20240612_102954,0.803625,0.385326,0.377497,0.251409,-18.706260,27.361418,-23.518449
IMG_20240612_103006,IMG_20240612_103006,1,IMG_20240612_102954,0.793095,0.406709,0.370672,0.261132,-18.707365,27.371907,-23.521929
IMG_20240612_103155,IMG_20240612_103155,1,IMG_20240612_103155,0,0,0,1,0,0,0
IMG_20240612_103206,IMG_20240612_103206,1,IMG_20240612_103155,0.807907,-0.394444,0.405404,-0.165372,-18.420917,27.735599,-23.206696
IMG_20240612_103209,IMG_20240612_103209,1,IMG_20240612_103155,0.853334,-0.282031,0.424562,-0.109662,-18.429377,27.748428,-23.218573
IMG_20240612_103212,IMG_20240612_103212,1,IMG_20240612_103155,0.859020,-0.264566,0.426590,-0.100553,-18.443855,27.766828,-23.238659
IMG_20240612_103215,IMG_20240612_103215,1,IMG_20240612_103155,0.209283,-0.386652,-0.469647,0.765593,-16.452508,19.938624,-20.049966
IMG_20240612_103242,IMG_20240612_103242,1,IMG_20240612_103242,0,0,0,1,0,0,0
